catalog_id,collection_id,title,noinduk_deposit,publishlocation,tag_090
884584,1125643,"Doraemon / Fujiko F. Fujio ; alih bahasa, Tita Feronty ; Editor, Tari",,"Jakarta :","CB-D.9 3863-2012 (15) ; 5552-2012 (16) ; 11896-2012 (17) 464-2013 (18) ; 2013-618/2048-2013 (19) ; 2013-470/2989-2013 (20) ; 2013-4446/8848-2013 (22) ; 2013-1697/4879-2013 (23) ; 2013-2426/6398-2013 (25) ; 2013-2447/6418-2013 (26) ; 2013-5001/10020-2013 (27) ; 2013-4543/8995-2013 (28) ; 2014-37/1235-2014 (29) ; 2014-873/3928-2014 (31) ; 2014-1565/5610-2014 (34)."
877658,1125964,"Iliad / Uoto Osamu, Toshusai Garaku ; alih bahasa, Isao Arif ; editor, Jessika",,"Jakarta :","CB-D.9 2013-8430/8222-2014; 09-4336(1); 4685-2012(2) ; 9473-2012 ; 2011-1786/5969-2011 ; 2011-2207/6823-2011; ../4435(6)-2011; 2011-10573/184(8)-2012; ../2299(9)-2012; ../7250(11)-2012; ../2013-621/2157(13)-2013; 2013-2458/6429(15)-2013; ../5400(2)-2011; ../2875(10)-2012"
882281,1126776,"Pandorahearts / Jun Mochizuki ; alih bahasa, Mustika Maria ; editor, Fitri A.",,"Jakarta :","CB-D.9 2010-8666/5484-2012 ; 2010-188(5) ; 3593-2013 ; 2013-4267/8736-2013; 7138-2013(8); 440-2013(18); 2014-1185/4865-2014(21) ; 2874-2013 (15) ; 3388-2012 (16) ; 7355-2012 (17) ; 2009 - /5854-2011 ; 2011-798/2971-2011 ; 2010 - .../4404-2011 (12) ; 2010- .../5395-2011 (11)"
884960,1126792,"The new hell girl / Miyuki Eto ; alih bahasa, Ninuk Sulistiawati ; editor Tari",,"Jakarta :","CB-D.9 9562-2012 ; 9562-2012 ; 9564-2012 (3) ; 2580-2013 (9) ; 3722-2011 ; 4754-2011 ; 4124-2012 ; 4125-2012 ; 4805-2011 ; 4126-2012 ; 3260-2011 ; 4128-2012 ; 2010-9724(4)"
884960,1126793,"The new hell girl / Miyuki Eto ; alih bahasa, Ninuk Sulistiawati ; editor Tari",,"Jakarta :","CB-D.9 9562-2012 ; 9562-2012 ; 9564-2012 (3) ; 2580-2013 (9) ; 3722-2011 ; 4754-2011 ; 4124-2012 ; 4125-2012 ; 4805-2011 ; 4126-2012 ; 3260-2011 ; 4128-2012 ; 2010-9724(4)"
877658,1125726,"Iliad / Uoto Osamu, Toshusai Garaku ; alih bahasa, Isao Arif ; editor, Jessika",,"Jakarta :","CB-D.9 2013-8430/8222-2014; 09-4336(1); 4685-2012(2) ; 9473-2012 ; 2011-1786/5969-2011 ; 2011-2207/6823-2011; ../4435(6)-2011; 2011-10573/184(8)-2012; ../2299(9)-2012; ../7250(11)-2012; ../2013-621/2157(13)-2013; 2013-2458/6429(15)-2013; ../5400(2)-2011; ../2875(10)-2012"
877658,1125727,"Iliad / Uoto Osamu, Toshusai Garaku ; alih bahasa, Isao Arif ; editor, Jessika",,"Jakarta :","CB-D.9 2013-8430/8222-2014; 09-4336(1); 4685-2012(2) ; 9473-2012 ; 2011-1786/5969-2011 ; 2011-2207/6823-2011; ../4435(6)-2011; 2011-10573/184(8)-2012; ../2299(9)-2012; ../7250(11)-2012; ../2013-621/2157(13)-2013; 2013-2458/6429(15)-2013; ../5400(2)-2011; ../2875(10)-2012"
882281,1125458,"Pandorahearts / Jun Mochizuki ; alih bahasa, Mustika Maria ; editor, Fitri A.",,"Jakarta :","CB-D.9 2010-8666/5484-2012 ; 2010-188(5) ; 3593-2013 ; 2013-4267/8736-2013; 7138-2013(8); 440-2013(18); 2014-1185/4865-2014(21) ; 2874-2013 (15) ; 3388-2012 (16) ; 7355-2012 (17) ; 2009 - /5854-2011 ; 2011-798/2971-2011 ; 2010 - .../4404-2011 (12) ; 2010- .../5395-2011 (11)"
884704,1125459,"New Kobochan / Masashi Ueda ; alih bahasa, Dusi Y.P ; editor, Nia Ikasary",,"Jakarta :","CB-D.9 2956-2014 (3), CB-D.9 2952-2014 (4) ; 12130-2012 ; 9471-2012 ; 174-2012 ; 7357-2012 ; 4654-2012 ; 2290-2012 ; 3731-2012"
884704,1126900,"New Kobochan / Masashi Ueda ; alih bahasa, Dusi Y.P ; editor, Nia Ikasary",,"Jakarta :","CB-D.9 2956-2014 (3), CB-D.9 2952-2014 (4) ; 12130-2012 ; 9471-2012 ; 174-2012 ; 7357-2012 ; 4654-2012 ; 2290-2012 ; 3731-2012"
884704,1126901,"New Kobochan / Masashi Ueda ; alih bahasa, Dusi Y.P ; editor, Nia Ikasary",,"Jakarta :","CB-D.9 2956-2014 (3), CB-D.9 2952-2014 (4) ; 12130-2012 ; 9471-2012 ; 174-2012 ; 7357-2012 ; 4654-2012 ; 2290-2012 ; 3731-2012"
884960,1126625,"The new hell girl / Miyuki Eto ; alih bahasa, Ninuk Sulistiawati ; editor Tari",,"Jakarta :","CB-D.9 9562-2012 ; 9562-2012 ; 9564-2012 (3) ; 2580-2013 (9) ; 3722-2011 ; 4754-2011 ; 4124-2012 ; 4125-2012 ; 4805-2011 ; 4126-2012 ; 3260-2011 ; 4128-2012 ; 2010-9724(4)"
884960,1126626,"The new hell girl / Miyuki Eto ; alih bahasa, Ninuk Sulistiawati ; editor Tari",,"Jakarta :","CB-D.9 9562-2012 ; 9562-2012 ; 9564-2012 (3) ; 2580-2013 (9) ; 3722-2011 ; 4754-2011 ; 4124-2012 ; 4125-2012 ; 4805-2011 ; 4126-2012 ; 3260-2011 ; 4128-2012 ; 2010-9724(4)"
877658,1125728,"Iliad / Uoto Osamu, Toshusai Garaku ; alih bahasa, Isao Arif ; editor, Jessika",,"Jakarta :","CB-D.9 2013-8430/8222-2014; 09-4336(1); 4685-2012(2) ; 9473-2012 ; 2011-1786/5969-2011 ; 2011-2207/6823-2011; ../4435(6)-2011; 2011-10573/184(8)-2012; ../2299(9)-2012; ../7250(11)-2012; ../2013-621/2157(13)-2013; 2013-2458/6429(15)-2013; ../5400(2)-2011; ../2875(10)-2012"
877658,1125729,"Iliad / Uoto Osamu, Toshusai Garaku ; alih bahasa, Isao Arif ; editor, Jessika",,"Jakarta :","CB-D.9 2013-8430/8222-2014; 09-4336(1); 4685-2012(2) ; 9473-2012 ; 2011-1786/5969-2011 ; 2011-2207/6823-2011; ../4435(6)-2011; 2011-10573/184(8)-2012; ../2299(9)-2012; ../7250(11)-2012; ../2013-621/2157(13)-2013; 2013-2458/6429(15)-2013; ../5400(2)-2011; ../2875(10)-2012"
877658,1125730,"Iliad / Uoto Osamu, Toshusai Garaku ; alih bahasa, Isao Arif ; editor, Jessika",,"Jakarta :","CB-D.9 2013-8430/8222-2014; 09-4336(1); 4685-2012(2) ; 9473-2012 ; 2011-1786/5969-2011 ; 2011-2207/6823-2011; ../4435(6)-2011; 2011-10573/184(8)-2012; ../2299(9)-2012; ../7250(11)-2012; ../2013-621/2157(13)-2013; 2013-2458/6429(15)-2013; ../5400(2)-2011; ../2875(10)-2012"
884704,1125461,"New Kobochan / Masashi Ueda ; alih bahasa, Dusi Y.P ; editor, Nia Ikasary",,"Jakarta :","CB-D.9 2956-2014 (3), CB-D.9 2952-2014 (4) ; 12130-2012 ; 9471-2012 ; 174-2012 ; 7357-2012 ; 4654-2012 ; 2290-2012 ; 3731-2012"
884960,1126789,"The new hell girl / Miyuki Eto ; alih bahasa, Ninuk Sulistiawati ; editor Tari",,"Jakarta :","CB-D.9 9562-2012 ; 9562-2012 ; 9564-2012 (3) ; 2580-2013 (9) ; 3722-2011 ; 4754-2011 ; 4124-2012 ; 4125-2012 ; 4805-2011 ; 4126-2012 ; 3260-2011 ; 4128-2012 ; 2010-9724(4)"
884960,1126790,"The new hell girl / Miyuki Eto ; alih bahasa, Ninuk Sulistiawati ; editor Tari",,"Jakarta :","CB-D.9 9562-2012 ; 9562-2012 ; 9564-2012 (3) ; 2580-2013 (9) ; 3722-2011 ; 4754-2011 ; 4124-2012 ; 4125-2012 ; 4805-2011 ; 4126-2012 ; 3260-2011 ; 4128-2012 ; 2010-9724(4)"
884960,1126791,"The new hell girl / Miyuki Eto ; alih bahasa, Ninuk Sulistiawati ; editor Tari",,"Jakarta :","CB-D.9 9562-2012 ; 9562-2012 ; 9564-2012 (3) ; 2580-2013 (9) ; 3722-2011 ; 4754-2011 ; 4124-2012 ; 4125-2012 ; 4805-2011 ; 4126-2012 ; 3260-2011 ; 4128-2012 ; 2010-9724(4)"
884704,1126903,"New Kobochan / Masashi Ueda ; alih bahasa, Dusi Y.P ; editor, Nia Ikasary",,"Jakarta :","CB-D.9 2956-2014 (3), CB-D.9 2952-2014 (4) ; 12130-2012 ; 9471-2012 ; 174-2012 ; 7357-2012 ; 4654-2012 ; 2290-2012 ; 3731-2012"
883222,1126168,"Topeng kaca / Suzue Miuchi ; alih bahasa, Teti Koriati; editor, Sari",,"Jakarta ;","CB-D.9 2010-8757/1070-2013; 2010-8812/5466-2012; 2010-8813/5467-2012; 2010-8814/5468-2012 ; 2010/4642-2011 ; 5469-2012 ; 3390- 2012 ; 3746-2012 ; 2010/3445-2011 ; 5470-2012; ../2878(22)-2012; 1994-1667/3802(9)-94"
884960,1126799,"The new hell girl / Miyuki Eto ; alih bahasa, Ninuk Sulistiawati ; editor Tari",,"Jakarta :","CB-D.9 9562-2012 ; 9562-2012 ; 9564-2012 (3) ; 2580-2013 (9) ; 3722-2011 ; 4754-2011 ; 4124-2012 ; 4125-2012 ; 4805-2011 ; 4126-2012 ; 3260-2011 ; 4128-2012 ; 2010-9724(4)"
879631,1109786,"07-Ghost / Yuki Amemiya, Yukino Ichihara ; alih bahasa : Anindhita Raghia ; editor : Lois Arnando",,"Jakarta :","CB-D.9 2868-2013 (3) ; 140-2012 (4) ; 3861-2012 (6) ; 2014-1556/5601-2014 ; 2014-3723(12)/9264-2014 ; 1512-2012 ; 2014-182/1592-2014"
883222,1111935,"Topeng kaca / Suzue Miuchi ; alih bahasa, Teti Koriati; editor, Sari",,"Jakarta ;","CB-D.9 2010-8757/1070-2013; 2010-8812/5466-2012; 2010-8813/5467-2012; 2010-8814/5468-2012 ; 2010/4642-2011 ; 5469-2012 ; 3390- 2012 ; 3746-2012 ; 2010/3445-2011 ; 5470-2012; ../2878(22)-2012; 1994-1667/3802(9)-94"
883402,1113665,"Shattered knife / George Asakura ; alih bahasa, Sri Boedi Astuti; editor, Adisti",,"Jakarta :","CB-D.9 2010-8768(5)/4075-2012; 2010-8773(3)/5508-2012; 2010-8774(4)/4878-2011; 2010-8775(6)/4385-2011"
877658,1109700,"Iliad / Uoto Osamu, Toshusai Garaku ; alih bahasa, Isao Arif ; editor, Jessika",,"Jakarta :","CB-D.9 2013-8430/8222-2014; 09-4336(1); 4685-2012(2) ; 9473-2012 ; 2011-1786/5969-2011 ; 2011-2207/6823-2011; ../4435(6)-2011; 2011-10573/184(8)-2012; ../2299(9)-2012; ../7250(11)-2012; ../2013-621/2157(13)-2013; 2013-2458/6429(15)-2013; ../5400(2)-2011; ../2875(10)-2012"
193359,1111426,"Nurse Aoi / Ryo Koshino ; alih bahasa : Ninuk Sulistyawati ; editor : Helen",,"Jakarta :","CB-D.9 10-175(10) ; 10-175/5509-2012(10) ; 2010-.../4925-2011 ; 2010-.../4929-2011 ; 2010-.../4936-2011 ; .../4317-2012 ; .../ 4318-2012 ; .../4319-2012 ; .../4320-2012 ; 2010-9456 (17)"
193359,1111427,"Nurse Aoi / Ryo Koshino ; alih bahasa : Ninuk Sulistyawati ; editor : Helen",,"Jakarta :","CB-D.9 10-175(10) ; 10-175/5509-2012(10) ; 2010-.../4925-2011 ; 2010-.../4929-2011 ; 2010-.../4936-2011 ; .../4317-2012 ; .../ 4318-2012 ; .../4319-2012 ; .../4320-2012 ; 2010-9456 (17)"
193359,1111428,"Nurse Aoi / Ryo Koshino ; alih bahasa : Ninuk Sulistyawati ; editor : Helen",,"Jakarta :","CB-D.9 10-175(10) ; 10-175/5509-2012(10) ; 2010-.../4925-2011 ; 2010-.../4929-2011 ; 2010-.../4936-2011 ; .../4317-2012 ; .../ 4318-2012 ; .../4319-2012 ; .../4320-2012 ; 2010-9456 (17)"
193359,1111429,"Nurse Aoi / Ryo Koshino ; alih bahasa : Ninuk Sulistyawati ; editor : Helen",,"Jakarta :","CB-D.9 10-175(10) ; 10-175/5509-2012(10) ; 2010-.../4925-2011 ; 2010-.../4929-2011 ; 2010-.../4936-2011 ; .../4317-2012 ; .../ 4318-2012 ; .../4319-2012 ; .../4320-2012 ; 2010-9456 (17)"
884704,1109722,"New Kobochan / Masashi Ueda ; alih bahasa, Dusi Y.P ; editor, Nia Ikasary",,"Jakarta :","CB-D.9 2956-2014 (3), CB-D.9 2952-2014 (4) ; 12130-2012 ; 9471-2012 ; 174-2012 ; 7357-2012 ; 4654-2012 ; 2290-2012 ; 3731-2012"
883222,1111939,"Topeng kaca / Suzue Miuchi ; alih bahasa, Teti Koriati; editor, Sari",,"Jakarta ;","CB-D.9 2010-8757/1070-2013; 2010-8812/5466-2012; 2010-8813/5467-2012; 2010-8814/5468-2012 ; 2010/4642-2011 ; 5469-2012 ; 3390- 2012 ; 3746-2012 ; 2010/3445-2011 ; 5470-2012; ../2878(22)-2012; 1994-1667/3802(9)-94"
885998,1109943,"Non non Biyori/ Atto ; Alih Bahasa ; Martina Rosmawati ; editor, Louis",,"Jakarta :","CB-D 9 2014- 197/1607-2014 ; 2013-5137/10156-2013 ; 2013-4541/8993-2013; 2014-5877 ; 2014-197(4)/11141-2014"
193359,1111430,"Nurse Aoi / Ryo Koshino ; alih bahasa : Ninuk Sulistyawati ; editor : Helen",,"Jakarta :","CB-D.9 10-175(10) ; 10-175/5509-2012(10) ; 2010-.../4925-2011 ; 2010-.../4929-2011 ; 2010-.../4936-2011 ; .../4317-2012 ; .../ 4318-2012 ; .../4319-2012 ; .../4320-2012 ; 2010-9456 (17)"
193359,1111431,"Nurse Aoi / Ryo Koshino ; alih bahasa : Ninuk Sulistyawati ; editor : Helen",,"Jakarta :","CB-D.9 10-175(10) ; 10-175/5509-2012(10) ; 2010-.../4925-2011 ; 2010-.../4929-2011 ; 2010-.../4936-2011 ; .../4317-2012 ; .../ 4318-2012 ; .../4319-2012 ; .../4320-2012 ; 2010-9456 (17)"
193359,1111432,"Nurse Aoi / Ryo Koshino ; alih bahasa : Ninuk Sulistyawati ; editor : Helen",,"Jakarta :","CB-D.9 10-175(10) ; 10-175/5509-2012(10) ; 2010-.../4925-2011 ; 2010-.../4929-2011 ; 2010-.../4936-2011 ; .../4317-2012 ; .../ 4318-2012 ; .../4319-2012 ; .../4320-2012 ; 2010-9456 (17)"
193359,1111433,"Nurse Aoi / Ryo Koshino ; alih bahasa : Ninuk Sulistyawati ; editor : Helen",,"Jakarta :","CB-D.9 10-175(10) ; 10-175/5509-2012(10) ; 2010-.../4925-2011 ; 2010-.../4929-2011 ; 2010-.../4936-2011 ; .../4317-2012 ; .../ 4318-2012 ; .../4319-2012 ; .../4320-2012 ; 2010-9456 (17)"
233859,1108958,"Natural honey dormitory / Oda Aya ; alih bahasa, Trias Ningsih, Cici ; editor, Nia Ikasary",,"Jakarta :","CB-D.9 2011-406/1825-2011(6) ; 4764-2012; 5461-2012(1); 4767-2012(5) ; 4765-2012 ; 4766-2012; ../3213(3)-2011"
233859,1108959,"Natural honey dormitory / Oda Aya ; alih bahasa, Trias Ningsih, Cici ; editor, Nia Ikasary",,"Jakarta :","CB-D.9 2011-406/1825-2011(6) ; 4764-2012; 5461-2012(1); 4767-2012(5) ; 4765-2012 ; 4766-2012; ../3213(3)-2011"
885998,1109945,"Non non Biyori/ Atto ; Alih Bahasa ; Martina Rosmawati ; editor, Louis",,"Jakarta :","CB-D 9 2014- 197/1607-2014 ; 2013-5137/10156-2013 ; 2013-4541/8993-2013; 2014-5877 ; 2014-197(4)/11141-2014"
885998,1109946,"Non non Biyori/ Atto ; Alih Bahasa ; Martina Rosmawati ; editor, Louis",,"Jakarta :","CB-D 9 2014- 197/1607-2014 ; 2013-5137/10156-2013 ; 2013-4541/8993-2013; 2014-5877 ; 2014-197(4)/11141-2014"
193359,1109259,"Nurse Aoi / Ryo Koshino ; alih bahasa : Ninuk Sulistyawati ; editor : Helen",,"Jakarta :","CB-D.9 10-175(10) ; 10-175/5509-2012(10) ; 2010-.../4925-2011 ; 2010-.../4929-2011 ; 2010-.../4936-2011 ; .../4317-2012 ; .../ 4318-2012 ; .../4319-2012 ; .../4320-2012 ; 2010-9456 (17)"
193359,1109260,"Nurse Aoi / Ryo Koshino ; alih bahasa : Ninuk Sulistyawati ; editor : Helen",,"Jakarta :","CB-D.9 10-175(10) ; 10-175/5509-2012(10) ; 2010-.../4925-2011 ; 2010-.../4929-2011 ; 2010-.../4936-2011 ; .../4317-2012 ; .../ 4318-2012 ; .../4319-2012 ; .../4320-2012 ; 2010-9456 (17)"
193359,1109261,"Nurse Aoi / Ryo Koshino ; alih bahasa : Ninuk Sulistyawati ; editor : Helen",,"Jakarta :","CB-D.9 10-175(10) ; 10-175/5509-2012(10) ; 2010-.../4925-2011 ; 2010-.../4929-2011 ; 2010-.../4936-2011 ; .../4317-2012 ; .../ 4318-2012 ; .../4319-2012 ; .../4320-2012 ; 2010-9456 (17)"
882281,1108842,"Pandorahearts / Jun Mochizuki ; alih bahasa, Mustika Maria ; editor, Fitri A.",,"Jakarta :","CB-D.9 2010-8666/5484-2012 ; 2010-188(5) ; 3593-2013 ; 2013-4267/8736-2013; 7138-2013(8); 440-2013(18); 2014-1185/4865-2014(21) ; 2874-2013 (15) ; 3388-2012 (16) ; 7355-2012 (17) ; 2009 - /5854-2011 ; 2011-798/2971-2011 ; 2010 - .../4404-2011 (12) ; 2010- .../5395-2011 (11)"
882281,1108843,"Pandorahearts / Jun Mochizuki ; alih bahasa, Mustika Maria ; editor, Fitri A.",,"Jakarta :","CB-D.9 2010-8666/5484-2012 ; 2010-188(5) ; 3593-2013 ; 2013-4267/8736-2013; 7138-2013(8); 440-2013(18); 2014-1185/4865-2014(21) ; 2874-2013 (15) ; 3388-2012 (16) ; 7355-2012 (17) ; 2009 - /5854-2011 ; 2011-798/2971-2011 ; 2010 - .../4404-2011 (12) ; 2010- .../5395-2011 (11)"
233859,1108957,"Natural honey dormitory / Oda Aya ; alih bahasa, Trias Ningsih, Cici ; editor, Nia Ikasary",,"Jakarta :","CB-D.9 2011-406/1825-2011(6) ; 4764-2012; 5461-2012(1); 4767-2012(5) ; 4765-2012 ; 4766-2012; ../3213(3)-2011"
883222,1111937,"Topeng kaca / Suzue Miuchi ; alih bahasa, Teti Koriati; editor, Sari",,"Jakarta ;","CB-D.9 2010-8757/1070-2013; 2010-8812/5466-2012; 2010-8813/5467-2012; 2010-8814/5468-2012 ; 2010/4642-2011 ; 5469-2012 ; 3390- 2012 ; 3746-2012 ; 2010/3445-2011 ; 5470-2012; ../2878(22)-2012; 1994-1667/3802(9)-94"
877658,1111622,"Iliad / Uoto Osamu, Toshusai Garaku ; alih bahasa, Isao Arif ; editor, Jessika",,"Jakarta :","CB-D.9 2013-8430/8222-2014; 09-4336(1); 4685-2012(2) ; 9473-2012 ; 2011-1786/5969-2011 ; 2011-2207/6823-2011; ../4435(6)-2011; 2011-10573/184(8)-2012; ../2299(9)-2012; ../7250(11)-2012; ../2013-621/2157(13)-2013; 2013-2458/6429(15)-2013; ../5400(2)-2011; ../2875(10)-2012"
877658,1111623,"Iliad / Uoto Osamu, Toshusai Garaku ; alih bahasa, Isao Arif ; editor, Jessika",,"Jakarta :","CB-D.9 2013-8430/8222-2014; 09-4336(1); 4685-2012(2) ; 9473-2012 ; 2011-1786/5969-2011 ; 2011-2207/6823-2011; ../4435(6)-2011; 2011-10573/184(8)-2012; ../2299(9)-2012; ../7250(11)-2012; ../2013-621/2157(13)-2013; 2013-2458/6429(15)-2013; ../5400(2)-2011; ../2875(10)-2012"
877658,1111624,"Iliad / Uoto Osamu, Toshusai Garaku ; alih bahasa, Isao Arif ; editor, Jessika",,"Jakarta :","CB-D.9 2013-8430/8222-2014; 09-4336(1); 4685-2012(2) ; 9473-2012 ; 2011-1786/5969-2011 ; 2011-2207/6823-2011; ../4435(6)-2011; 2011-10573/184(8)-2012; ../2299(9)-2012; ../7250(11)-2012; ../2013-621/2157(13)-2013; 2013-2458/6429(15)-2013; ../5400(2)-2011; ../2875(10)-2012"
877658,1111625,"Iliad / Uoto Osamu, Toshusai Garaku ; alih bahasa, Isao Arif ; editor, Jessika",,"Jakarta :","CB-D.9 2013-8430/8222-2014; 09-4336(1); 4685-2012(2) ; 9473-2012 ; 2011-1786/5969-2011 ; 2011-2207/6823-2011; ../4435(6)-2011; 2011-10573/184(8)-2012; ../2299(9)-2012; ../7250(11)-2012; ../2013-621/2157(13)-2013; 2013-2458/6429(15)-2013; ../5400(2)-2011; ../2875(10)-2012"
893163,1128354,"Sanzoku ou / Hirofumi Sawada ; alih bahasa : Agung Nugroho AP ; editor : Faizal",,"Jakarta :","CB-D.9 2010- /3321-2011 (2) ; 201- /3321-2011 (3) ; 2010- /5388-2011 (4) ; 2010- /5885-2011 (5) ; 2010- /3814-2011 (6) 2010- /5237-2011 (7) ; 4015-2012 (8); ../5885(1)-2011"
233859,1128379,"Natural honey dormitory / Oda Aya ; alih bahasa, Trias Ningsih, Cici ; editor, Nia Ikasary",,"Jakarta :","CB-D.9 2011-406/1825-2011(6) ; 4764-2012; 5461-2012(1); 4767-2012(5) ; 4765-2012 ; 4766-2012; ../3213(3)-2011"
212819,1128012,"Half an apple / Yukari Koyama ; alih bahasa : Ayu Arsandhi ; editor : Hyasinta",,"Jakarta :","CB-D.9 2011-1326/5028-2011 (9) ; 2010-.../3697-2011 ; 4254-2012 ; 4253-2012; 2011-1122/4994(10)-2011 ; 2010-9614(4)"
